id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,Country,abbreviation,fullname
tm191772,Seven Years in Tibet,MOVIE,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",1997,PG-13,136,"['drama', 'history', 'war']",US,NA,tt0120102,7.1,141308,14.442,7.2,United States,,
tm494531,Seventeen,MOVIE,"To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother.",2019,NA,99,"['drama', 'european']",ES,NA,tt8988832,7.2,3940,8.623,7.3,Spain,,
tm141648,Seventh Son,MOVIE,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",2014,PG-13,120,"['fantasy', 'action']",US,NA,tt1121096,5.5,76395,49.025,5.5,United States,,
tm1118822,Sex: Unzipped,MOVIE,"Rap superstar Saweetie hosts a celebration of sexual health and positivity, with help from expert educators, candid stand-ups and uninhibited puppets.",2021,NA,59,"['comedy', 'documentation']",US,NA,tt15523050,2.5,395,6.184,3.8,United States,,
tm494731,Sextuplets,MOVIE,"Father-to-be Alan is shocked to learn that he was born a sextuplet. With his newfound brother Russell riding shotgun, the duo sets out on a hilarious journey to reunite with their remaining long-lost siblings.",2019,NA,97,['comedy'],US,NA,tt8976710,4.4,8380,25.351,6.3,United States,,
tm409942,Sh?h?razade,MOVIE,"Zachary, 17 years old, gets out of jail. Rejected by his mother, he hangs out in the mean streets of Marseille. He falls in love with Sh?h?razade, a young prostitute of whom he becomes the pimp without realizing it...",2018,NA,106,"['thriller', 'drama', 'romance', 'european']",FR,NA,tt8459250,7,2195,7.231,7.3,France,,
tm227044,Shaandaar,MOVIE,"Jagjinder Joginder, a wedding planner, brings together the dysfunctional family of businessman Bipin Arora while making arrangements for Bipin's daughter's destination wedding in London.",2015,PG-13,144,"['romance', 'drama', 'comedy']",IN,NA,tt4007558,3.6,5612,5.132,4.9,India,,
tm1036542,Shadow and Bone - The Afterparty,MOVIE,"Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game.",2021,R,32,[],HU,NA,NA,NA,NA,2.464,7.8,Hungary,,
tm1098060,Shadow Parties,MOVIE,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,NA,116,"['action', 'thriller']",,NA,tt10168094,6.2,9,2.186,NA,#N/A,,
tm180532,Shaitan,MOVIE,Five substance-abusing friends decide to fake a kidnapping in order to bribe a police constable for covering-up a hit-and-run accident.,2011,PG-13,126,"['action', 'crime', 'thriller', 'drama']",IN,NA,tt1836912,7.3,8414,2.735,6.4,India,,
tm442199,Shanghai Fortress,MOVIE,"Set in the future, the city of Shanghai battle to defend itself against an ongoing attack by an alien force that has attacked and laid siege to numerous cities around the globe in it's quest to harvest a hidden energy only found on earth.",2019,NA,107,"['scifi', 'war', 'action']",CN,NA,tt6628322,4.3,2345,80.294,5.6,People’s Republic of China,,
tm1107850,Sharkdog?? Fintastic Halloween,MOVIE,"The Sharkpack gets ready for Halloween with the spooky legend of the ""Fearsome Fog"" ??and Sharkdog must save trick-or-treating from a slimy sea monster!",2021,NA,24,"['fantasy', 'family', 'animation', 'comedy']",,NA,tt15478768,6.6,35,50.639,4,#N/A,,
tm233561,Shaun the Sheep: The Farmer's Llamas,MOVIE,"In The Farmer's Llamas the wily sheep bluffs his dim-witted farmer master into bidding for three llamas at a county fair. Once they show up at the farm, however, they cause such chaotic destructive mayhem that Shaun has to carefully remove them ??high speed chases, careful rooftop scrambles and dangerous falls ensue.",2015,NA,30,"['comedy', 'animation', 'family']",GB,NA,tt5174284,6.8,1364,5.676,6.6,United Kingdom,,
tm1092995,Shaun the Sheep: The Flight Before Christmas,MOVIE,Shaun's seasonal excitement turns to dismay when a farmhouse raid to get bigger stockings for the flock inadvertently leads to Timmy going missing. Can Shaun get Timmy back before he becomes someone else?? present?,2021,G,30,"['comedy', 'animation', 'family']",GB,NA,tt15857304,7.3,1448,133.428,6.9,United Kingdom,,
tm944331,Shawn Mendes: In Wonder,MOVIE,"A portrait of singer-songwriter Shawn Mendes' life, chronicling the past few years of his rise and journey.",2020,NA,83,"['music', 'documentation']",US,NA,tt13276386,6.5,2016,10.152,8.3,United States,,
tm977782,Shawn Mendes: Live in Concert,MOVIE,"In his hometown of Toronto, Shawn Mendes pours his heart out on stage with a live performance in a stadium packed with adoring fans.",2020,PG,87,"['documentation', 'music']",CA,NA,tt13528990,7.1,316,6.107,7.9,Canada,,
tm843408,She Is,MOVIE,"Can one woman have everything? Facing her 40s, a highly accomplished woman, with a host of suitors at her feet, faces hard decisions about love, family, and her future.",2019,NA,106,['drama'],,NA,tt14605914,5.8,6,0.6,NA,#N/A,,
tm142852,She's Dating the Gangster,MOVIE,"She?? Dating the Gangster tells the heart-wrenching tale of 17-year-old Athena Dizon and campus bad boy Kenji de los Reyes, two teenagers who begin a pretend relationship that ultimately transforms into something deeper.",2014,NA,105,"['romance', 'comedy', 'drama']",PH,NA,tt3772640,7,1079,5.573,7.2,"Philippines, Republic of the",,
tm117580,She's Gotta Have It,MOVIE,"The story of Nola Darling's simultaneous sexual relationships with three different men is told by her and by her partners and other friends. All three men wanted her to commit solely to them; Nola resists being ""owned"" by a single partner.",1986,R,84,"['comedy', 'romance']",US,NA,tt0091939,6.7,14277,6.212,6.7,United States,,
tm187505,She's The One,MOVIE,A television hosts wakes up to her true desires when his best friend's video goes viral.,2013,NA,110,"['romance', 'comedy', 'drama']",PH,NA,tt3264438,6.3,205,1.867,6.2,"Philippines, Republic of the",,
tm238587,Shepherds and Butchers,MOVIE,A lawyer takes on a case of a prison guard in South Africa who is traumatized by the executions he's witnessed.,2017,R,106,"['drama', 'crime']",US,NA,tt4627352,6.8,3460,8.502,6.4,United States,,
tm154187,Sherlock Holmes,MOVIE,Eccentric consulting detective Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.,2009,PG-13,129,"['crime', 'action', 'thriller']",GB,NA,tt0988045,7.6,620154,28.317,7.2,United Kingdom,,
tm178201,Sherlock Holmes: A Game of Shadows,MOVIE,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes??intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",2011,PG-13,129,"['crime', 'thriller', 'action']",US,NA,tt1515091,7.4,446531,47.884,7.1,United States,,
tm849323,Shikara,MOVIE,"In 1990, 4 lakh Kashmiri Pandits (Hindus) were forced to leave their home under the threat of life. Till today, they continue to live as refugees in their own country, in small refugee camps in the city of Jammu. Vidhu Vinod Chopra's 'Shikara' follows the story of Shiv and Shanti, two Kashmiri Pandits, chronicling their survival through 30 years of exile. In the current season of hate, love is all that keeps hope alive.",2020,NA,118,"['romance', 'drama', 'history']",IN,NA,tt10930586,3.3,15026,3.035,4.3,India,,
tm449775,Shikari,MOVIE,"Shankar and Chanchal earn their living by doing road shows. Once, Shankar sees Natasha on a circus poster and dreams of working with her. He gets an offer to work in the circus in Russia.",1991,NA,162,"['drama', 'action']",IN,NA,tt0170416,5.9,66,1.406,5,India,,
tm849102,Shimla Mirchi,MOVIE,"While on holiday, Avi meets Naina and falls in love with her. Smitten, he decides to stay and work in her cafe. He confesses his love in a letter, however it's Naina's mother who mistakenly reads it.",2020,NA,129,"['romance', 'comedy']",IN,NA,tt4486148,4.6,1492,2.165,NA,India,,
tm322243,Shimmer Lake,MOVIE,Shot in reverse day-by-day through a week?? local sheriff embarks on a quest to unlock the mystery of three small-town criminals and a bank heist gone wrong.,2017,NA,83,"['thriller', 'crime', 'drama']",CA,NA,tt1386691,6.3,14098,14.776,5.9,Canada,,
tm847008,Shine Your Eyes,MOVIE,"A Nigerian musician travels to Brazil to search for his estranged brother, who is living a life very different than the one his family thought.",2020,NA,102,"['drama', 'thriller']",FR,NA,tt8477336,6.4,313,2.353,7,France,,
tm1074764,Shiny_Flakes: The Teenage Drug Lord,MOVIE,"Max S. reveals how he built a drug empire from his childhood bedroom as a teen in the real story behind the series ""How to Sell Drugs Online (Fast).""",2021,NA,96,"['crime', 'documentation']",DE,NA,tt15036416,7.3,4529,16.627,7.8,Germany,VN,Vietnam
tm367065,Shirkers,MOVIE,"In 1992, teenager Sandi Tan shot Singapore's first indie road movie with her enigmatic American mentor Georges ??who then vanished with all the footage. Twenty years later, the 16mm film is recovered, sending Tan, now a novelist in Los Angeles, on a personal odyssey in search of Georges' vanishing footprints.",2018,NA,96,['documentation'],GB,NA,tt7472352,7.4,5020,9.789,7.6,United Kingdom,,
tm1118527,Shiva VS Autobots,MOVIE,"When an evil enemy gains control of a gadget that sends vehicles destructively spinning out of control, kid superhero Shiva must stop the chaos!",2018,NA,79,[],,NA,NA,NA,NA,0.626,NA,#N/A,,
tm1073433,Shiva: The Secret World Of Vedas City,MOVIE,"When the residents of Vedas are ordered to evacuate by a prince who claims the town as his own, young Shiva sets out to save the city and its citizens.",2017,G,78,[],,NA,NA,NA,NA,0.733,NA,#N/A,,
tm84371,Shooter,MOVIE,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why??",2007,R,124,"['thriller', 'action', 'drama']",US,NA,tt0822854,7.2,329417,42.882,7.1,United States,,
tm84316,Shootout at Lokhandwala,MOVIE,"On a calm summer day in 1991, in the bustling Lokhandwala Complex, five criminals including Maya and Dilip were counting 70 lakhs in flat no. 32 B, when 286 policemen, headed by ACP Khan, took strategic positions around their building. A gunfire ensued and the entire nation witnessed the most talked about daylight encounter lasting 6 hours that transformed suburban Mumbai into a war zone.",2007,PG-13,145,"['crime', 'action', 'history']",IN,NA,tt0811066,7.1,10139,5.821,6.5,India,,
tm169053,Shor in the City,MOVIE,Various residents and career-criminals face challenges in crime-laden Mumbai.,2011,PG,107,"['drama', 'crime']",IN,NA,tt1916728,7.2,3708,2.081,6.4,India,,
tm210043,Shot Caller,MOVIE,A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,2017,R,120,"['thriller', 'crime', 'drama']",US,NA,tt4633690,7.3,83961,29.901,6.9,United States,,
tm330869,Show Dogs,MOVIE,"Starring Will Arnett, Chris ""Ludacris"" Bridges, Natasha Lyonne, Jordin Sparks, Gabriel Iglesias, Shaquille O'Neal, Alan Cumming, and Stanley Tucci, SHOW DOGS is a family comedy about the unlikely pairing of a human detective (Arnett) and his canine partner (voice of Chris ""Ludacris"" Bridges), who has to go undercover at the world's most exclusive dog show to solve his biggest case yet.",2018,PG,90,"['comedy', 'crime', 'family']",GB,NA,tt5691024,3.9,4653,9.606,6,United Kingdom,,
tm863280,Showtime 1958,MOVIE,"The true story behind the iconic Selamat Hari Raya song written in 1958, by P. Ramlee and Jamil Sulong during a variety show which they had organised to collect funds for fellow performers and friends who had lost their jobs at the studio.",2020,NA,109,['drama'],MY,NA,tt11900444,NA,NA,3.438,NA,Malaysia,,
tm109137,Shrek Forever After,MOVIE,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away??here Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met??e sets out to restore his world and reclaim his true love.",2010,PG,93,"['fantasy', 'comedy', 'family', 'romance', 'animation']",US,NA,tt0892791,6.3,200354,89.833,6.3,United States,,
tm237143,Shrek the Musical,MOVIE,Shrek The Musical is a musical with music by Jeanine Tesori and book and lyrics by David Lindsay-Abaire. It is based on the 2001 DreamWorks Animation's film Shrek and William Steig's 1990 book Shrek! It was nominated for 8 Tony Awards including Best Musical.,2013,PG-13,130,"['fantasy', 'family', 'comedy']",US,NA,tt3070936,6.9,3634,15.817,7.3,United States,,
tm404569,Shubh Aarambh,MOVIE,"In the midst of her wedding, a young girl tries to save a 28 year old love marriage, of her future in-laws, which is falling apart.",2017,NA,126,"['comedy', 'drama', 'family']",IN,NA,tt6949882,6.8,121,0.893,6,India,,
tm1115392,Shyam Singha Roy,MOVIE,"A young filmmaker is in a soup right when he?? about to find his footing in the film industry. When he sets out to find an answer, turns out it?? in the past.",2021,NA,157,"['drama', 'romance', 'horror', 'thriller']",IN,NA,tt13349716,7.9,10903,3.932,7.3,India,,
tm426260,Si Doel the Movie,MOVIE,"Fourteen years after the woman he loved left him, a married man ventures to Amsterdam to find her but must decide where his heart lies.",2018,NA,85,"['drama', 'comedy', 'romance']",ID,NA,tt8669070,6.9,415,2.492,7.4,Indonesia,,
tm472231,Si Doel the Movie 2,MOVIE,"As Sarah and her child look to settle in Jakarta, Zaenab searches for answers and gets caught between defending her marriage to Doel or letting it go.",2019,NA,95,"['romance', 'drama', 'comedy']",ID,NA,tt10290062,7,182,1.352,7.3,Indonesia,,
tm873354,Si Doel the Movie 3,MOVIE,"The return of Sarah with his son, Dul, to Jakarta, welcomed happily by the Doel's family. But it also makes Zaenab, Sarah, and Doel confronted with decisive choice.",2020,NA,93,"['drama', 'romance']",,NA,tt11469660,6.7,130,NA,NA,#N/A,,
tm371741,Si saben c?mo me pongo ?Pa' qu? me invitan?,MOVIE,"Four mismatched couples meet at an exclusive resort in search of new adventures to improve their relationship. All of them will do their best to find the balance with their better half, but to achieve it they will have to overcome the difficult tests that love poses.",2018,NA,89,"['romance', 'comedy']",CO,NA,tt7940122,4.6,216,6.87,5.8,Colombia,,
tm414709,Siberia,MOVIE,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",2018,R,105,"['thriller', 'european', 'crime', 'romance']",DE,NA,tt6494688,4.3,15038,30.834,4.7,Germany,,
tm420797,Sierra Burgess Is a Loser,MOVIE,A case of mistaken identity results in unexpected romance when the most popular girl in high school and the biggest loser must come together to win over their crushes.,2018,PG-13,105,"['drama', 'romance', 'comedy']",US,NA,tt3120280,5.8,38319,10.057,6.4,United States,,
tm138280,Sigaram Thodu,MOVIE,"Chellapa wants his son Murali to become a police officer like him but Murali's dream is a 'safe' bank job. However, a slew of thefts in ATMs affects them personally and changes the course of Murali's life.",2014,NA,147,"['action', 'thriller']",IN,NA,tt3949626,6.1,458,1.719,5.4,India,,
tm676311,Sightless,MOVIE,"After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.",2020,NA,89,"['drama', 'thriller', 'horror']",US,NA,tt10303430,5.5,8113,12.49,7,United States,,
tm242906,Sila Samayangalil,MOVIE,"Seven people from different walks of life give their blood sample for ELISA Test - AIDS Screening. To avoid the tension of waiting, they decide to bribe the technician and know the results earlier. They come to know only one among them has AIDS. Each one hoping it is not him,waits with anxiety. The film takes an unexpected turn from here creating an emotional and shocking end.",2016,NA,101,['drama'],IN,NA,tt5877882,5.5,30,2.48,7.8,India,,
tm314677,Silence Is Welcome,MOVIE,"During the holidays, Amanda, trapped in adolescence, looks for a way to escape from the annoying family trip. While travelling, she realizes how her relationship with her family is progressively crumbling and her parents marriage is slowly falling apart. She sees it as a punishment, but does not suspect that with the imminent escalation of violence in Mexico this could be their last vacation together.",2017,NA,94,['drama'],MX,NA,tt6436212,4.6,101,1.815,5,Mexico,,
tm182586,Silenced,MOVIE,"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",2011,NA,125,['drama'],KR,NA,tt2070649,8,15889,15.56,8.1,"Korea, Republic Of",,
tm137379,Silent,MOVIE,A duo of street performers learns how sound and picture work together to create amazing cinema experiences.,2014,NA,3,"['animation', 'family', 'action']",US,NA,NA,NA,NA,2.956,7,United States,,
tm850382,Sillu Karupatti,MOVIE,An anthology of four romantic stories across four age groups connected by that magical thread called love.,2019,G,138,"['drama', 'romance']",IN,NA,tt9614988,8,1723,2.836,7.4,India,,
tm59428,Silver Linings Playbook,MOVIE,"After spending eight months in a mental institution, a former teacher moves back in with his parents and tries to reconcile with his ex-wife.",2012,R,122,"['drama', 'romance', 'comedy']",US,NA,tt1045658,7.7,697481,26.254,7.1,United States,,
tm454824,Silver Skates,MOVIE,"1899, the Christmas-time St.Petersburg. Ice-covered rivers and canals of the capital seethe with festive activities. On the eve of the new century those who should not be destined to meet, come together. They are people from different worlds: Matvey, the son of a lamplighter, whose only treasure is his silver-plated skates; Alice is the daughter of a high-ranking official dreaming of science. Each of them has his own difficult life-story, but having accidentally met they rush forward together in pursuit of their dreams.",2020,NA,136,"['romance', 'family', 'history', 'drama']",RU,NA,tt10525672,7.1,5774,12.283,7.8,Russian Federation,,
tm1185687,Silverton Siege,MOVIE,"After a failed sabotage mission, a trio of anti-apartheid freedom fighters ends up in a tense bank hostage situation. Based on a true story.",2022,PG-13,100,"['drama', 'action', 'crime', 'thriller']",ZA,NA,tt18563148,6.1,2122,393.011,6.9,South Africa,BG,Bulgaria
tm825952,Simon Amstell: Set Free,MOVIE,"Comedies Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca.",2019,NA,51,['comedy'],US,NA,tt10687642,6.5,797,2.087,6.1,United States,,
tm320949,Simplemente Manu NNa,MOVIE,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.,2017,NA,71,['comedy'],MX,NA,tt6833550,5.5,50,1.285,3.8,Mexico,,
tm184224,Sinbad: Afros and Bellbottoms,MOVIE,"Sinbad brings the '70s back with a nostalgic stand-up special dedicated to the films, fashion and other flashbacks from that era.",1993,PG-13,59,"['comedy', 'documentation']",US,NA,tt0938331,7.8,166,2.935,5.5,United States,,
tm64729,Sinbad: Nothin' but the Funk,MOVIE,"Enjoy Comedic Superstar Sinbad as he gives us one of his most stellar stand up performances, shot on the beautiful island of Aruba at the Guillermo P. Trinidad Theatre. As always, Sinbad shows why he?? a veteran in comedy since the 80??, with an entertaining show that the entire family can enjoy.",1998,NA,55,"['comedy', 'documentation']",US,NA,tt0938332,6.2,65,1.822,5.3,United States,,
tm104933,Sinbad: Son of a Preacher Man,MOVIE,"Experience veteran comedian Sinbad as he returns to his college town of Denver and performs at the Paramount Theatre for this next installment of his famed HBO Comedy Specials. Sinbad: Son of a Preacher Man is a self-styled monologue that comments on the perils of skiing, para-sailing during a bad vacation, fashion trends in lingerie, and more!",1996,NA,56,"['comedy', 'documentation']",US,NA,tt0938333,6.7,115,2.328,5.8,United States,,
tm475254,"Sincerely Yours, Dhaka",MOVIE,"In this omnibus, 11 Bangladeshi filmmakers create a love letter to the city of Dhaka. From young girls looking for a drink in a dry town to a bank scammer's attempted murder to a plumber creating a refugee crisis, the city co-stars every time.",2019,NA,134,['drama'],BD,NA,tt8958304,6.9,653,2.374,8,Bangladesh,,
tm356209,Singapore,MOVIE,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,NA,158,"['drama', 'thriller', 'crime']",IN,NA,tt0268639,6.4,82,1.611,6.3,India,,
tm164353,Singham,MOVIE,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.",2011,NA,143,"['drama', 'action', 'crime']",IN,NA,tt1948150,6.8,16473,7.268,6.7,India,,
tm1110389,Single All the Way,MOVIE,"Desperate to avoid his family?? judgment about his perpetual single status, Peter convinces his best friend Nick to join him for the holidays and pretend that they??e now in a relationship. But when Peter?? mother sets him up on a blind date with her handsome trainer James, the plan goes awry.",2021,NA,99,"['comedy', 'drama', 'romance']",CA,NA,tt14315756,6.1,14862,55.264,6.4,Canada,TR,Turkey
tm834715,Single Slipper Size - 7,MOVIE,An emotionally unstable murder suspect explains the modus operandi behind the crimes he had committed to a few cops which helps in unfolding some intriguing revelation.,2019,NA,120,"['drama', 'thriller']",IN,NA,tt10370116,8.4,3073,2.234,8.3,India,,
tm139841,Sinister 2,MOVIE,A young mother and her twin sons move into a rural house that's marked for death.,2015,R,97,"['horror', 'thriller']",GB,NA,tt2752772,5.3,53733,26.423,5.8,United Kingdom,,
tm409817,Sir,MOVIE,"A young widow is hired as the domestic helper for a wealthy architect, but social divides come to the fore as an unlikely attraction grows between them.",2018,NA,99,"['romance', 'drama', 'european']",FR,NA,tt7142506,7.7,6893,6.156,7.1,France,,
tm175687,Sir! No Sir!,MOVIE,"Sir! No Sir! is a documentary film about the anti-war movement within the ranks of the United States Military during the Vietnam War. It consists in part of interviews with Vietnam veterans explaining the reasons they protested the war or even defected. The film tells the story of how, from the very start of the war, there was resentment within the ranks over the difference between the conflict in Vietnam and the ""good wars"" that their fathers had fought. Over time, it became apparent that so many were opposed to the war that they could speak of a movement.",2005,NA,85,"['war', 'documentation']",US,NA,tt0469589,7.6,778,1.911,7,United States,,
tm34646,Sisterakas,MOVIE,A man takes revenge on his sister by hiring her as his personal assistant.,2012,NA,110,"['drama', 'comedy']",PH,NA,tt2590214,5.2,286,2.552,4.9,"Philippines, Republic of the",,
tm1033635,Sisters on Track,MOVIE,Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,2021,PG,96,"['documentation', 'sport']",US,NA,tt9337574,5.8,195,15.497,7.2,United States,,
tm835414,Sitara,MOVIE,A Bangaldeshi housewife crosses the border to start her a new life where she struggles to deal with the pain and betrayal of her own family and making a living on her own.,2019,NA,128,"['drama', 'animation']",IN,NA,tt7654668,8,5,0.943,7.1,India,,
tm898180,Sitting in Limbo,MOVIE,Anthony Bryan and his personal struggle to be accepted as a British Citizen during the Windrush immigration scandal.,2020,NA,89,['drama'],GB,NA,NA,NA,NA,2.092,7.8,United Kingdom,,
tm70222,Sivaji: The Boss,MOVIE,Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.,2007,PG-13,189,"['drama', 'crime', 'thriller', 'action']",IN,NA,tt0479751,7.5,19556,5.544,7,India,,
tm950444,Skater Girl,MOVIE,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",2021,PG,107,"['drama', 'family', 'sport']",IN,NA,tt6964940,6.6,4180,16.29,7.5,India,,
tm314477,Skins,MOVIE,"In a strange world where people share numerous deformities, the same problem we all face challenges each of them: to find someone who accepts you as you are. Sometimes, that means finding yourself first.",2017,NA,78,"['comedy', 'drama', 'fantasy', 'european']",ES,NA,tt5808778,6.1,5686,16.673,6.6,Spain,,
tm835432,Sky High,MOVIE,A commentary on Spanish society dressed as a thriller about the misadventures of a gang of young petty criminals after the real estate crash.,2020,NA,121,"['crime', 'thriller', 'drama', 'action', 'european']",ES,NA,tt10978398,5.6,3465,15.719,6.2,Spain,,
tm907872,Sky Tour: The Movie,MOVIE,"From the preparations to the performances, this documentary showcases Vietnamese pop idol S?n T?ng M-TP and the passion behind his Sky Tour concerts.",2020,NA,94,"['documentation', 'music']",,NA,tt12486200,8.8,1036,2.437,NA,#N/A,,
tm935309,Skylines,MOVIE,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",2020,R,113,"['scifi', 'action']",FR,NA,tt9387250,4.7,7971,79.186,5.6,France,,
tm311494,Slam,MOVIE,"Samuele is 16 and has a passion for skateboarding. He has big dreams: going to university, move to California, and travel, but things change when he meets Alice, who could be the girl of his life.",2016,NA,100,"['comedy', 'romance', 'drama', 'european']",IT,NA,tt4379536,6.1,1308,7.597,5.8,Italy,,
tm1038025,Slay,MOVIE,"In pursuit of both success and validation, a group of tech-savvy individuals juggle intimate encounters, first impressions and romantic opportunities.",2021,NA,93,['comedy'],ZA,NA,tt14033300,3.3,101,1.475,6,South Africa,,
tm232953,Sleight,MOVIE,"A young street magician is left to take care of his little sister after his mother's passing and turns to drug dealing in the Los Angeles party scene to keep a roof over their heads. When he gets into trouble with his supplier, his sister is kidnapped and he is forced to rely on both his sleight of hand and brilliant mind to save her.",2016,R,89,"['thriller', 'crime', 'drama', 'scifi', 'action']",US,NA,tt4573516,5.9,8644,8.409,5.4,United States,,
tm1047951,Small Chops,MOVIE,"When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.",2020,NA,98,['drama'],NG,NA,tt11822492,2.9,30,1.159,NA,Nigeria,,
tm311898,Small Crimes,MOVIE,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder, returns home looking for redemption but winds up trapped in the mess he left behind.",2017,NA,95,"['crime', 'drama', 'thriller']",CA,NA,tt6158968,5.8,7948,11.022,5.4,Canada,,
tm311921,Small Town Crime,MOVIE,"Mike Kendall, a disgraced ex-cop, is fighting a losing battle with the bottle. When he finds a woman left for dead at the side of a road, Kendall turns private eye to track down her killers, taking one last shot at redemption.",2018,R,91,"['thriller', 'crime']",US,NA,tt5751998,6.6,11167,8.056,6.4,United States,,
tm352951,Smaller and Smaller Circles,MOVIE,A serial killer in Payatas leaves the bodies of young boys in the dump as two Jesuit priests try to solve the murders.,2017,NA,111,"['thriller', 'crime']",PH,NA,tt7512304,6.6,234,1.775,6.2,"Philippines, Republic of the",,
tm227029,Smoke & Mirrors,MOVIE,"A tale of cheats and impostors, taking its inspiration from true facts and from one of the most intriguing characters of recent decades: the spy Francisco Paesa.",2016,R,123,"['thriller', 'european']",ES,NA,tt1713440,6.9,7900,7.807,6.5,Spain,,
tm232090,Snervous Tyler Oakley,MOVIE,"After eight years of sharing snippets of his life online, see the intimate truth of Tyler Oakley's relationship with family, followers and fame on his sold out international tour.",2015,PG-13,82,['documentation'],US,NA,tt5073746,5.4,473,2.688,5.7,United States,,
tm240007,Sniper: Ghost Shooter,MOVIE,"Elite snipers Brandon Beckett and Richard Miller are tasked with protecting a gas pipeline from terrorists looking to make a statement. When battles with the enemy lead to snipers being killed by a ghost shooter who knows their exact location, tensions boil as a security breach is suspected. Is there someone working with the enemy on the inside? Is the mission a front for other activity? Is the Colonel pulling the strings?",2016,R,100,['drama'],US,NA,NA,NA,NA,24.896,6.6,United States,,
tm140334,Sniper: Legacy,MOVIE,"After several military leaders are assassinated, Brandon hears his father was one of the people killed. As he hunts the killers, Brandon learns his father is not dead, and he is being used as bait.",2014,R,94,"['thriller', 'european']",US,NA,NA,NA,NA,12.202,6,United States,,
tm170395,Sniper: Reloaded,MOVIE,"Brandon Beckett (Collins), the son of the previous Sniper film's star Thomas Beckett (Tom Berenger), takes up the mantle set by his father and goes on a mission of his own.",2011,R,91,['thriller'],US,NA,NA,NA,NA,13.963,6.1,United States,,
tm849251,So Much Love to Give,MOVIE,A bigamist with one family in Buenos Aires and the other in Mar del Plata sees his life turned upside down when his wives discover what he has hidden from them for so many years and unite to take revenge.,2020,NA,108,['comedy'],AR,NA,NA,NA,NA,6.903,6.3,Argentina,,
tm485801,So My Grandma's a Lesbian!,MOVIE,A promising young lawyer sees her plans to wed into an important and ultraconservative family in danger when her grandma decides to marry her girl friend.,2019,NA,94,"['comedy', 'romance', 'european']",ES,NA,tt9695374,4.3,1122,8.357,5.4,Spain,,
tm244079,Sof?a Ni?o de Rivera: Exposed,MOVIE,Self-deprecating comic Sof?a Ni?o de Rivera puts her sarcasm on full display in this stand-up special filmed live at Guadalajara's Degollado Theater.,2016,NA,80,['comedy'],MX,NA,tt5886430,7.3,299,2.319,7.4,Mexico,,
